"HEALTH","sample","fpl","SWB_1","SWB_2","SWB_3","FWBscore","FWB1_1","FWB1_2","FWB1_3","FWB1_4","FWB1_5","FWB1_6","FWB2_1","FWB2_2","FWB2_3","FWB2_4","FSscore","FS1_1","FS1_2","FS1_3","FS1_4","FS1_5","FS1_6","FS1_7","FS2_1","FS2_2","FS2_3","SUBKNOWL1","ACT1_1","ACT1_2","FINGOALS","PROPPLAN_1","PROPPLAN_2","PROPPLAN_3","PROPPLAN_4","MANAGE1_1","MANAGE1_2","MANAGE1_3","MANAGE1_4","SAVEHABIT","FRUGALITY","AUTOMATED_1","AUTOMATED_2","ASK1_1","ASK1_2","SUBNUMERACY2","SUBNUMERACY1","CHANGEABLE","GOALCONF","LMscore"
"0",1,2,5,6.94081787229516,6.05918212770484,35.8816357445903,1,2.17754638311453,3.94081787229516,3,5,4,4.05918212770484,2,3.94081787229516,4.05918212770484,56.8224536168855,4,4,4,3.94081787229516,3,4,4,4,4,2,5,3.05918212770484,3,1,3.05918212770484,4,3.05918212770484,3,3.11836425540969,3.94081787229516,1,1.11836425540969,3.17754638311453,3.17754638311453,7,6.64490723377094,3.94081787229516,1,6,4.82245361688547,2.94081787229516,3.94081787229516,2.94081787229516
"0",1,2,3.81067747832276,5.0177957972046,6.39644084055908,37.5857633622363,1,2,4,2.60355915944092,4.60355915944092,4,4,1.60355915944092,3.60355915944092,3.60355915944092,54.6213549566455,4,4,3.60355915944092,3.60355915944092,3,4,3.60355915944092,4,4,2,5,3.39644084055908,3.39644084055908,0.60355915944092,3,4,3,2.60355915944092,3.39644084055908,4,1,1,3,3.79288168111816,7,7,3.60355915944092,1.79288168111816,4.81067747832276,5,3.79288168111816,3.60355915944092,2.60355915944092
"0",1,2.81639896030538,5,5.36720207938924,5.18360103969462,27.0196114366408,1,2,4,1.36720207938924,5,4,4.81639896030538,1.18360103969462,4.81639896030538,4.81639896030538,55.3672020793892,4,4,4,4,3.81639896030538,3.18360103969462,3.18360103969462,4,4,1.18360103969462,5.81639896030538,4.63279792061076,3,1,3.81639896030538,4,3.81639896030538,3.81639896030538,2.18360103969462,3.18360103969462,1.81639896030538,3.44919688091613,1.36720207938924,5.44919688091613,7,7,4,1,4.36720207938924,3.36720207938924,2.18360103969462,3.18360103969462,2.18360103969462
"0",1,1.90814484120347,4.90814484120347,6.90814484120347,6.09185515879653,35.5407242060173,1.09185515879653,2.09185515879653,4.09185515879653,2.90814484120347,5,4.09185515879653,3.90814484120347,2,4,4.09185515879653,56.1733035708312,3.90814484120347,3.90814484120347,3.90814484120347,3.90814484120347,3,4.09185515879653,4,4,3.81628968240693,1.90814484120347,5,3.09185515879653,3,1,3,4,3,3,3,3.81628968240693,1,1.2755654763896,3,3.09185515879653,7,7,3.90814484120347,1,5.7244345236104,4.63257936481386,2.90814484120347,3.90814484120347,2.81628968240693
"0",1,2.3530558408238,5,6.2938883183524,5.6469441591762,32.1163857509382,1,2,4,2.2938883183524,5,4,4.3530558408238,1.6469441591762,4.3530558408238,4.3530558408238,56.2938883183524,4,4,4,4,3.3530558408238,3.6469441591762,3.6469441591762,4,4,1.6469441591762,5.3530558408238,3.7061116816476,3,1,3.3530558408238,4,3.3530558408238,3.3530558408238,2.6469441591762,3.6469441591762,1.3530558408238,2.0591675224714,2.2938883183524,4.0591675224714,7,7,4,1,5.2938883183524,4.2938883183524,2.6469441591762,3.6469441591762,2.6469441591762
"0",1.00342351594009,2.99315296811983,5.00684703188017,6.00342351594009,5.99657648405991,53.9897294521797,3.00342351594009,2.99315296811983,3,3.00342351594009,3,3.00342351594009,2.00342351594009,3.99315296811983,2.00342351594009,2.99315296811983,40.9691883565392,2.99657648405991,3,2,3,2.99657648405991,3,2.99657648405991,3,2.99657648405991,3.00342351594009,4.99657648405991,4,3,0,4,4,3,3.00342351594009,5,4.00342351594009,1,5,2.01369406376034,5.00342351594009,0.996576484059915,0,3,3,1.99657648405991,4,5,2,3
"0",2,1.55897482484579,5.88205035030842,5.88205035030842,5,51.5589748248458,2.88205035030842,2.11794964969158,2.44102517515421,3.44102517515421,3,4,3,2.55897482484579,2.44102517515421,2.11794964969158,35.9128237739205,2.55897482484579,3,2.55897482484579,2.44102517515421,2.55897482484579,3.55897482484579,2.55897482484579,3,2.55897482484579,3.44102517515421,3.44102517515421,4,3,0,3.44102517515421,4,3,3.44102517515421,4.44102517515421,3.88205035030842,2.67692447453737,4.44102517515421,4.88205035030842,5.44102517515421,0,0,3,3,2.11794964969158,3.44102517515421,4.44102517515421,2.55897482484579,2.44102517515421
"0",2,1.20655945688486,6.58688108623028,6.38032162934542,5,49.7606432586908,3.38032162934542,1,2.79344054311514,3.79344054311514,3,4,3.41311891376972,2,2.58688108623028,1.61967837065458,34.6852729395032,2.20655945688486,3,2.20655945688486,3,2,3.20655945688486,2.41311891376972,3.41311891376972,2.20655945688486,3.79344054311514,4.20655945688486,4.20655945688486,3.20655945688486,0,4,4,3,4,5,4.79344054311514,1.41311891376972,5,5.79344054311514,5.79344054311514,0,0,3,3,1,4,5,2.20655945688486,3
"0",1.52874913625419,1.94250172749162,6.05749827250838,6.52874913625419,5.47125086374581,52.4137525912374,3.52874913625419,1.94250172749162,3,3.52874913625419,3,3.52874913625419,2.52874913625419,2.94250172749162,2.52874913625419,1.94250172749162,36.2412577737123,2.47125086374581,3,2,3,2.47125086374581,3,2.47125086374581,3,2.47125086374581,3.52874913625419,4.47125086374581,4,3,0,4,4,3,3.52874913625419,5,4.52874913625419,1,5,4.11499654501677,5.52874913625419,0.471250863745809,0,3,3,1.47125086374581,4,5,2,3
"0",2,1.2276298510842,6.54474029783159,6.54474029783159,5,51.2276298510842,3.54474029783159,1.45525970216841,2.7723701489158,3.7723701489158,3,4,3,2.2276298510842,2.7723701489158,1.45525970216841,33.5934089575894,2.2276298510842,3,2.2276298510842,2.7723701489158,2.2276298510842,3.2276298510842,2.2276298510842,3,2.2276298510842,3.7723701489158,3.7723701489158,4,3,0,3.7723701489158,4,3,3.7723701489158,4.7723701489158,4.54474029783159,1.68288955325261,4.7723701489158,5.54474029783159,5.7723701489158,0,0,3,3,1.45525970216841,3.7723701489158,4.7723701489158,2.2276298510842,2.7723701489158
"0",1,3,6,6,5.84787376807071,61.7829901445657,3.84787376807071,4,1.30425246385857,3.84787376807071,2.30425246385857,2,2,2.84787376807071,2,3,50.6085049277171,4,3.15212623192929,3.15212623192929,3.15212623192929,3.15212623192929,4,3.84787376807071,4,4,3,5,4,4,0.847873768070713,4,3.15212623192929,4,3.15212623192929,4.15212623192929,4,3.84787376807071,5,4,4.84787376807071,1,0,3.84787376807071,2.15212623192929,5,5,5,4,3
"0",1,3,6,5.17016352666542,5.82983647333458,59.9790188400075,3.82983647333458,3.17016352666542,2.17016352666542,3.82983647333458,2.34032705333084,2.82983647333458,2,2.82983647333458,1.17016352666542,3,56.4895094200037,4,4,4,4,4,4,3.82983647333458,4,4,2.17016352666542,5,4,4,0.829836473334581,4,4,4,4,5,4,4.65967294666916,4.17016352666542,4.82983647333458,4.82983647333458,0.170163526665419,0,3.82983647333458,3,4.17016352666542,5,5,3.17016352666542,3
"0",1,3,6,6,5.5199795467779,59.1598363742232,3.5199795467779,4,1.96004090644419,3.5199795467779,2.96004090644419,2,2,2.5199795467779,2,3,51.9200818128884,4,3.4800204532221,3.4800204532221,3.4800204532221,3.4800204532221,4,3.5199795467779,4,4,3,5,4,4,0.519979546777904,4,3.4800204532221,4,3.4800204532221,4.4800204532221,4,3.5199795467779,5,4,4.5199795467779,1,0,3.5199795467779,2.4800204532221,5,5,5,4,3
"0",1.54562166729011,3,6,6,5.54562166729011,56.6368650018703,3,3.45437833270989,2.45437833270989,3,2.90875666541979,2.54562166729011,2.54562166729011,3.09124333458021,2,2.45437833270989,49.6350266616791,3.45437833270989,3.45437833270989,3.45437833270989,3.45437833270989,3.45437833270989,4,3,4,4,2.45437833270989,5,4,3.45437833270989,0,3.45437833270989,3.45437833270989,3.45437833270989,3.45437833270989,5,4,3.54562166729011,4.45437833270989,4,4.54562166729011,1,0,3.54562166729011,2.45437833270989,5.54562166729011,5,3.90875666541979,3.45437833270989,3
"0",1,3,6,6,5.26275626407005,57.1020501125604,3.26275626407005,4,2.4744874718599,3.26275626407005,3.4744874718599,2,2,2.26275626407005,2,3,52.9489749437198,4,3.73724373592995,3.73724373592995,3.73724373592995,3.73724373592995,4,3.26275626407005,4,4,3,5,4,4,0.262756264070049,4,3.73724373592995,4,3.73724373592995,4.73724373592995,4,3.26275626407005,5,4,4.26275626407005,1,0,3.26275626407005,2.73724373592995,5,5,5,4,3
"0",2.79587604990229,1.40824790019542,5,5,6.59175209980458,23.3072227025405,1,1.20412395009771,4.79587604990229,2,4.59175209980458,5,4.59175209980458,1.40824790019542,4.38762814970687,4.79587604990229,41.8164958003908,3.20412395009771,3,4.59175209980458,1.20412395009771,1.20412395009771,2.40824790019542,3.79587604990229,4,4.79587604990229,3,3,5,3,0,4,4,3.79587604990229,3,5,4,1.79587604990229,5,3.79587604990229,6,0,0,4,1.20412395009771,1.40824790019542,4.79587604990229,5.97938024951145,3.59175209980458,2.20412395009771
"0",2.32289768033661,1.67710231966339,5,5,4.29159072134644,34.9275579915848,1.67710231966339,1.67710231966339,4.32289768033661,2.67710231966339,5,4.32289768033661,2.96869304100983,2.35420463932678,3.64579536067322,5,43.0313069589902,3.67710231966339,3,2.96869304100983,2.35420463932678,1.67710231966339,2.67710231966339,3.32289768033661,4,3.64579536067322,3,3,4.32289768033661,3,0,4,4,3.32289768033661,2.32289768033661,5,4,2.67710231966339,4.32289768033661,3.32289768033661,6,0,0.677102319663391,4,1.67710231966339,3.03130695899017,3.64579536067322,5.64579536067322,3.32289768033661,2
"0",2.24326535128057,1.75673464871943,5,4.24326535128057,5.48653070256114,38.4318355154246,1,1,2.72979605384171,2.75673464871943,3.48653070256114,4.24326535128057,5,1.75673464871943,1.97306140512228,4.24326535128057,44.0269385948777,3,3,3.48653070256114,2.51346929743886,1.75673464871943,3.51346929743886,4,4.75673464871943,3.48653070256114,3,4.51346929743886,5,3.75673464871943,0,4,4,3.24326535128057,3.75673464871943,5,4,2.75673464871943,5,4.75673464871943,5.24326535128057,0,0,3.24326535128057,2.51346929743886,1,4.24326535128057,5.48653070256114,3.24326535128057,2.75673464871943
"0",2.29392967978492,1,4.64696483989246,4.64696483989246,6.64696483989246,24.7076680420432,1.35303516010754,1.35303516010754,4.64696483989246,2.35303516010754,5,4.64696483989246,4.64696483989246,1.35303516010754,4.29392967978492,4.64696483989246,42.7651758005377,3,3.35303516010754,4.29392967978492,1.35303516010754,1.70607032021508,2.35303516010754,3.64696483989246,4.35303516010754,5,3,3.70607032021508,4.29392967978492,2.64696483989246,0,4,4,3.64696483989246,3,4.29392967978492,3.64696483989246,1.64696483989246,5,3.64696483989246,5.29392967978492,0,0,3.64696483989246,1.70607032021508,1.70607032021508,4.29392967978492,5.94089451967739,3.29392967978492,2.35303516010754
"0",1.62175663514063,1,4.31087831757031,4.31087831757031,6.31087831757031,31.093311966164,1.68912168242969,1.68912168242969,4.31087831757031,2.68912168242969,5,4.31087831757031,4.31087831757031,1.68912168242969,3.62175663514063,4.31087831757031,44.4456084121484,3,3.68912168242969,3.62175663514063,1.68912168242969,2.37824336485937,2.68912168242969,3.31087831757031,4.68912168242969,5,3,4.37824336485937,3.62175663514063,2.31087831757031,0,4,4,3.31087831757031,3,3.62175663514063,3.31087831757031,1.31087831757031,5,3.31087831757031,4.62175663514063,0,0,3.31087831757031,2.37824336485937,2.37824336485937,3.62175663514063,4.93263495271094,2.62175663514063,2.68912168242969
"0",1,2.58399384259246,4,4,6.41600615740754,58.8399384259246,3.41600615740754,3,2.41600615740754,3,2.83201231481507,3.58399384259246,1.41600615740754,4.58399384259246,1,3.41600615740754,43.1679876851849,3,3.58399384259246,3,3,3,3.58399384259246,3.58399384259246,3,3,2.58399384259246,4.41600615740754,5,4,0,3.58399384259246,3.58399384259246,3.58399384259246,2.16798768518493,5,3.41600615740754,5,3.75198152777739,5.58399384259246,6,0.583993842592463,1,4.41600615740754,2,6,5.41600615740754,3.83201231481507,3,2
"0",1,2.47917032218538,4,4,6.52082967781462,57.7917032218538,3.52082967781462,3,2.52082967781462,3,3.04165935562924,3.47917032218538,1.52082967781462,4.47917032218538,1,3.52082967781462,42.9583406443708,3,3.47917032218538,3,3,3,3.47917032218538,3.47917032218538,3,3,2.47917032218538,4.52082967781462,5,4,0,3.47917032218538,3.47917032218538,3.47917032218538,1.95834064437076,5,3.52082967781462,5,3.43751096655615,5.47917032218538,6,0.479170322185382,1,4.52082967781462,2,6,5.52082967781462,4.04165935562924,3,2
"0",1,2.31985776708461,4.31985776708461,4.63971553416923,6.68014223291539,54.9191466025077,3.68014223291539,3,2.68014223291539,3,3.36028446583077,3,2,3.68014223291539,1.31985776708461,3.36028446583077,40.7205689316615,2.68014223291539,3,2.68014223291539,3,3,3,3,3,3,2,4.68014223291539,4.36028446583077,3.68014223291539,0,2.68014223291539,2.68014223291539,2.68014223291539,1.31985776708461,5,4,5,2.31985776708461,5,5.68014223291539,0.319857767084613,1,4.36028446583077,2.31985776708461,5.68014223291539,5.36028446583077,4.36028446583077,3,2.31985776708461
"0",1,2.46616128575988,3.53383871424012,4,5.13535485696048,59.9924192863982,4,3.46616128575988,2.53383871424012,3.46616128575988,3.06767742848024,2.53383871424012,1.53383871424012,4.46616128575988,1,3.53383871424012,42,3,3,3,3,3,3,3,3.46616128575988,3,2.46616128575988,4.53383871424012,4.53383871424012,3.53383871424012,0,2.53383871424012,2.53383871424012,3,1,5,4.46616128575988,5,2.93232257151976,5,5.53383871424012,0,1,4.53383871424012,2.46616128575988,5.53383871424012,6,4.06767742848024,3,2.46616128575988
"0",1,2,4.28343864437193,4.28343864437193,7,53.7085966109298,3.85828067781404,3.14171932218596,3,2.85828067781404,3.85828067781404,3,2,4,1,3.85828067781404,42.8503159331158,3.14171932218596,3,3.14171932218596,3,3,3.14171932218596,3.14171932218596,3,3,2.14171932218596,5,5,4,0,3.14171932218596,3.14171932218596,3,1.28343864437193,5,4.14171932218596,5,2.42515796655789,5.14171932218596,6,0,0.858280677814037,4.85828067781404,2.14171932218596,5.57484203344211,5.71656135562807,5.14171932218596,3,2
"0",1,1,3.67065068148077,4.67065068148077,1.49402397777885,41.5298801111057,1.16467465925962,1,4.16467465925962,1.83532534074038,3.32934931851923,4.16467465925962,4.16467465925962,2.83532534074038,2.16467465925962,3.16467465925962,44.6945547703654,3.67065068148077,2,2.83532534074038,2.83532534074038,2,3.83532534074038,3.83532534074038,3.83532534074038,3.83532534074038,3.83532534074038,3.83532534074038,3,3,0,3,4,3,3,3.83532534074038,2.83532534074038,1,3.67065068148077,2.32934931851923,5,7,7,1.32934931851923,1.16467465925962,1,1,3.67065068148077,3,2
"0",1,1,2.56832085223868,3.56832085223868,3.14751872164197,33.2624063917901,1.71583957388066,1,4.71583957388066,1.28416042611934,4.43167914776132,4.71583957388066,4.71583957388066,2.28416042611934,2.71583957388066,3.71583957388066,36.9782459656708,2.56832085223868,2,2.28416042611934,2.28416042611934,2,3.28416042611934,3.28416042611934,3.28416042611934,3.28416042611934,3.28416042611934,3.28416042611934,3,3,0,3,4,3,3,3.28416042611934,2.28416042611934,1,2.56832085223868,3.43167914776132,5,7,7,2.43167914776132,1.71583957388066,1,1,2.56832085223868,3,2
"0",1,1,4.63673807447776,5,1.63673807447776,42.7265238510445,1.31836903723888,1.31836903723888,4,2,3.31836903723888,4,4,2.68163096276112,2.31836903723888,3,41.2693573297001,3.36326192552224,2.31836903723888,2.68163096276112,2.68163096276112,1.68163096276112,3.36326192552224,3.68163096276112,3.36326192552224,3.36326192552224,4,3.04489288828336,2.36326192552224,2.36326192552224,0,3,3.68163096276112,3,3,4.31836903723888,3,1,4.31836903723888,2,5,7,7,1.31836903723888,1.31836903723888,1,1,4,2.68163096276112,2
"0",1,1,3.78258677502163,4.56517355004326,1.43482644995674,44,1,1,4.21741322497837,1.78258677502163,2.78258677502163,4.21741322497837,3.78258677502163,3,2,3,46.5651735500433,3.78258677502163,2.21741322497837,2.78258677502163,3,2.21741322497837,4,3.78258677502163,4,4,3.78258677502163,4,3,3,0,3,4,3,2.78258677502163,4,3.21741322497837,1.65223967493512,4,2,4.78258677502163,7,7,1.65223967493512,1.21741322497837,1.21741322497837,1.43482644995674,4,2.78258677502163,2
"0",1,1,3.44044686714187,3.88089373428375,2.11910626571625,44,1,1,4.55955313285813,1.44044686714187,2.44044686714187,4.55955313285813,3.44044686714187,3,2,3,45.8808937342837,3.44044686714187,2.55955313285813,2.44044686714187,3,2.55955313285813,4,3.44044686714187,4,4,3.44044686714187,4,3,3,0,3,4,3,2.44044686714187,4,3.55955313285813,2.67865939857438,4,2,4.44044686714187,7,7,2.67865939857438,1.55955313285813,1.55955313285813,2.11910626571625,4,2.44044686714187,2
"0",1,3,6,6,6,60.847658966668,4,3.57617051666602,2.57617051666602,3.42382948333398,2,2.42382948333398,2,4.57617051666602,1.57617051666602,2.57617051666602,58.8808525833301,5,4.57617051666602,3,3,3,4.57617051666602,4.57617051666602,4,4,2.42382948333398,5,4.57617051666602,4,1,5,4.57617051666602,4.57617051666602,3.72851154999807,5,4.57617051666602,5,5,6,6,1,1,5,3.57617051666602,3.42382948333398,4.57617051666602,2,4,3
"0",1,3,6,6,6,60.5378975667991,4,3.73105121660046,2.73105121660046,3.26894878339954,2,2.26894878339954,2,4.73105121660046,1.73105121660046,2.73105121660046,59.6552560830023,5,4.73105121660046,3,3,3,4.73105121660046,4.73105121660046,4,4,2.26894878339954,5,4.73105121660046,4,1,5,4.73105121660046,4.73105121660046,4.19315364980139,5,4.73105121660046,5,5,6,6,1,1,5,3.73105121660046,3.26894878339954,4.73105121660046,2,4,3
"0",1,3,5.4017307527829,5.4017307527829,5.4017307527829,59.4017307527829,3.4017307527829,3.4017307527829,3,3,2,3.19653849443421,1.4017307527829,5,2,2.4017307527829,62.7948077416513,4.4017307527829,5,3.5982692472171,3.5982692472171,3.5982692472171,5,5,4,4.5982692472171,2,5,5,4,1,4.4017307527829,4.4017307527829,4.4017307527829,4.4017307527829,5,5,3.20519225834869,5,5.4017307527829,6,1,1,4.4017307527829,3.4017307527829,3,5.5982692472171,1.4017307527829,4,3
"0",1,3,6,6,6,60.6300074593164,4,3.6849962703418,2.6849962703418,3.3150037296582,2,2.3150037296582,2,4.6849962703418,1.6849962703418,2.6849962703418,59.424981351709,5,4.6849962703418,3,3,3,4.6849962703418,4.6849962703418,4,4,2.3150037296582,5,4.6849962703418,4,1,5,4.6849962703418,4.6849962703418,4.0549888110254,5,4.6849962703418,5,5,6,6,1,1,5,3.6849962703418,3.3150037296582,4.6849962703418,2,4,3
"0",1,3,6.44383785640821,6.44383785640821,5.11232428718358,66.6575678461231,4.44383785640821,4.44383785640821,2.11232428718358,3.44383785640821,1.55616214359179,2,1.55616214359179,5,1.55616214359179,2.55616214359179,61.4438378564082,5,4.55616214359179,3.44383785640821,3.44383785640821,3,5,4.55616214359179,4,4,2,5,4.55616214359179,4,1,5,5,4.55616214359179,4.55616214359179,5,5,5,5,6,6,0.556162143591791,1,5,3.55616214359179,3.88767571281642,5,1.55616214359179,3.55616214359179,3
"0",1.0847346317023,1.0847346317023,2.9152653682977,3.9152653682977,5.9152653682977,15.6099580023438,1,1.0847346317023,5,1,4.9152653682977,5,5,1.0847346317023,4.83053073659539,4.9152653682977,36.0847346317023,2.9152653682977,1.16946926340461,2.9152653682977,2.0847346317023,1.0847346317023,2.9152653682977,3,4,3.0847346317023,4,3.0847346317023,3,1.16946926340461,1,4.0847346317023,4,4,4,4.0847346317023,4,1,4.0847346317023,4.9152653682977,5.0847346317023,0,0,2.16946926340461,1,2.33893852680922,3.16946926340461,2.0847346317023,2,2.0847346317023
"0",1,1.2002998336684,3,4.40059966733679,6,17.4050971723627,1,1,5,1.2002998336684,5,5,4.59940033266321,1.2002998336684,5,4.7997001663316,35.3991004989948,2.7997001663316,1,2.7997001663316,2,1,3,3,4,3.2002998336684,4,3,3,1.2002998336684,1,4.2002998336684,3.7997001663316,4,3.7997001663316,3.59940033266321,3.7997001663316,1.2002998336684,4.2002998336684,4.59940033266321,5.2002998336684,1.40209883567877,0.200299833668396,2.40059966733679,1.40059966733679,2.40059966733679,3.2002998336684,1.7997001663316,2,2.2002998336684
"0",1.78127780859359,1.78127780859359,2.21872219140641,3.21872219140641,5.21872219140641,28.8442783632781,1,1.78127780859359,5,1,4.21872219140641,5,5,1.78127780859359,3.43744438281283,4.21872219140641,36.7812778085936,2.21872219140641,2.56255561718717,2.21872219140641,2.78127780859359,1.78127780859359,2.21872219140641,3,4,3.78127780859359,4,3.78127780859359,3,2.56255561718717,1,4.78127780859359,4,4,4,4.78127780859359,4,1,4.78127780859359,4.21872219140641,5.78127780859359,0,0,3.56255561718717,1,5.12511123437434,4.56255561718717,2.78127780859359,2,2.78127780859359
"0",1,1,3.53223770903423,4.26611885451712,6.26611885451712,21.9835656355135,1,1.26611885451712,4.46776229096577,1.26611885451712,5,4.46776229096577,4.46776229096577,1.53223770903423,4.73388114548288,4.46776229096577,36.7983565635514,3,1.53223770903423,3,2,1.26611885451712,3.26611885451712,3,3.73388114548288,3,3.73388114548288,3.26611885451712,3,1.53223770903423,1,4,4,4,4,3.46776229096577,4,1,4,4.73388114548288,5.26611885451712,0,0.266118854517117,2.53223770903423,1.53223770903423,2.53223770903423,3.26611885451712,2.26611885451712,2.26611885451712,2
"0",1,1,3.15053907805122,3.84946092194878,5.3978436877951,15.354851702461,1,1,5,1,5,5,5,1,4.54838276584633,5,35.3978436877951,2.84946092194878,1.30107815610245,2.84946092194878,2,1,3.15053907805122,2.84946092194878,4,3,4,2.84946092194878,3,1.30107815610245,0.849460921948776,4,4,4,4,4,3.69892184389755,1,4,4.54838276584633,5,0,0,2.15053907805122,1.15053907805122,1.84946092194878,2.84946092194878,2,1.84946092194878,2
"0",1,3,5,6,6,58.4672427417245,3.53275725827552,3.53275725827552,3,3.06551451655105,3.53275725827552,4,1,3,1.53275725827552,2,55.4672427417245,4,4,3.53275725827552,4,3,3.46724274172448,4,4,4.53275725827552,3.06551451655105,5,4.46724274172448,3.46724274172448,1,4,3.46724274172448,3.46724274172448,2.93448548344895,5,4,4.53275725827552,4.53275725827552,5,5.53275725827552,0,0.532757258275524,2.40172822517343,4.53275725827552,3.53275725827552,4.93448548344895,3.53275725827552,3.46724274172448,3
"0",1,3,5,6.00476579950191,5.99523420049809,57.9666394034866,3.99523420049809,3.99523420049809,3,4,3.99523420049809,4.00476579950191,1.00476579950191,3,2,2.00476579950191,54.9904684009962,4,4,4,4,3,3.00476579950191,4,3.99523420049809,4.99046840099618,3.99523420049809,5,4,3.00476579950191,1,4,3.00476579950191,3.00476579950191,2.00953159900382,5,4,5,4.99523420049809,5,6,0.00476579950191081,0.995234200498089,1.01429739850573,4.99046840099618,4.00953159900382,3.99523420049809,4.00476579950191,3,2.99523420049809
"0",1,3,5.77687571500428,5.22312428499572,6,60.3306271450128,4,3.22312428499572,2.22312428499572,4,2.44624856999144,3.22312428499572,1.77687571500428,3,1.22312428499572,2.77687571500428,56.5537514300086,4,4,4,4,3.77687571500428,3.77687571500428,4,4,4.22312428499572,2.44624856999144,5,4,3.77687571500428,1,4,3.77687571500428,3.77687571500428,3.55375143000856,5,4,5,4.22312428499572,5,5.22312428499572,0,0.22312428499572,3.33062714501284,3.44624856999144,4,4.77687571500428,4.77687571500428,3,3
"0",1,3,5.4670642411802,5.5329357588198,6,61.2694496882614,3.5329357588198,4,3,4,3.06587151763961,4,1,3.93412848236039,1.5329357588198,2,49.3952291058376,4,3.5329357588198,3.06587151763961,3.06587151763961,2.5329357588198,3.4670642411802,4,4,4.06587151763961,4,5,4.4670642411802,3.4670642411802,1,4,3,3.4670642411802,2.4670642411802,5,4.4670642411802,5,5,5,5.5329357588198,0.467064241180196,0.532935758819804,1.93412848236039,4.5329357588198,4,4.4670642411802,4.93412848236039,3,3
"0",1,3,5.27644629008137,6,5.72355370991863,60.4880166107323,4,4,2.72355370991863,4,3.44710741983727,3.72355370991863,1,3,1.72355370991863,2,52.2355370991863,3.72355370991863,4,3.72355370991863,3.72355370991863,3,3,3.72355370991863,4,4.72355370991863,3.72355370991863,5,3.72355370991863,3,1,3.72355370991863,3,3,2.27644629008137,5,4,5,5,4.72355370991863,5.72355370991863,0,0.723553709918633,1.27644629008137,4.44710741983727,4.27644629008137,4,3.72355370991863,3,3
"0",1,3,4.95006815134548,6.95006815134548,5.04993184865452,36.7004089080729,1.04993184865452,1,3.95006815134548,2,4.95006815134548,4.04993184865452,4.04993184865452,2.09986369730905,3.09986369730905,4.04993184865452,42.900136302691,3,2.95006815134548,3,3,1.95006815134548,4,3,3.04993184865452,3.90013630269095,3,4.90013630269095,3.90013630269095,2.95006815134548,1,2.95006815134548,2.95006815134548,2.95006815134548,2.95006815134548,3.04993184865452,2.90013630269095,2.90013630269095,3.90013630269095,3.04993184865452,5.04993184865452,0.0499318486545235,0.0499318486545235,4,3.04993184865452,3.14979554596357,4.09986369730905,4,3,3
"0",1,3,4,3.17641509021632,6,43.2355346090626,2,2.88238993985578,3,2,4,3.11761006014422,4.05880503007211,3.05880503007211,3.11761006014422,3.11761006014422,42.8823899398558,3,3.88238993985578,3.94119496992789,2.05880503007211,3.82358490978368,3.05880503007211,3,3.05880503007211,2.94119496992789,2.05880503007211,4.88238993985578,2.94119496992789,2.94119496992789,1,2.94119496992789,2.94119496992789,2.94119496992789,2.94119496992789,3.05880503007211,3.82358490978368,1.94119496992789,2,4,5.05880503007211,0.0588050300721079,0.0588050300721079,3.05880503007211,4,4.11761006014422,5.05880503007211,4,3,3
"0",1,3,3.97003860538825,5.94007721077651,5.94007721077651,31.3295753407292,2,1.05992278922349,3,2,3.97003860538825,4.97003860538825,4.97003860538825,3.94007721077651,4.94007721077651,4.97003860538825,41.2097297622822,3.02996139461175,2.02996139461175,2.97003860538825,3,1.02996139461175,4,3,4,2.05992278922349,3,3.02996139461175,2.05992278922349,2.02996139461175,1,2.02996139461175,2.02996139461175,2.05992278922349,2.02996139461175,4,1.05992278922349,1,2,3.94007721077651,5.97003860538825,1,1.17976836767048,3.97003860538825,4,5.94007721077651,5.97003860538825,3.97003860538825,2.97003860538825,3
"0",1,3,3.9012592821382,5.8025185642764,5.8025185642764,32.0861478964798,2,1.1974814357236,3,2,3.9012592821382,4.9012592821382,4.9012592821382,3.8025185642764,4.8025185642764,4.9012592821382,41.6911850250326,3.0987407178618,2.0987407178618,2.9012592821382,3,1.0987407178618,4,3,4,2.1974814357236,3,3.0987407178618,2.1974814357236,2.0987407178618,1,2.0987407178618,2.0987407178618,2.1974814357236,2.0987407178618,4,1.1974814357236,1,2,3.8025185642764,5.9012592821382,1,1.59244430717081,3.9012592821382,4,5.8025185642764,5.9012592821382,3.9012592821382,2.9012592821382,3
"0",1,3,4,5.04325244063511,6,35.305364017142,2.47837377968244,1,3.47837377968244,2,4.47837377968244,5,4.04325244063511,3.04325244063511,4.04325244063511,4.04325244063511,41,3,2,2.04325244063511,3,1.47837377968244,3.52162622031756,3,4,2.95674755936489,3,3.95674755936489,2.95674755936489,2,0.521626220317557,2,2,2,2,4.47837377968244,1,1,1.52162622031756,3.04325244063511,6,1,0.521626220317557,4,3.52162622031756,5.04325244063511,5.52162622031756,4.95674755936489,3,3
