"sample","fpl","SWB_1","SWB_2","SWB_3","FWBscore","FWB1_1","FWB1_2","FWB1_3","FWB1_4","FWB1_5","FWB1_6","FWB2_1","FWB2_2","FWB2_3","FWB2_4","FSscore","FS1_1","FS1_2","FS1_3","FS1_4","FS1_5","FS1_6","FS1_7","FS2_1","FS2_2","FS2_3","SUBKNOWL1","ACT1_1","ACT1_2","FINGOALS","PROPPLAN_1","PROPPLAN_2","PROPPLAN_3","PROPPLAN_4","MANAGE1_1","MANAGE1_2","MANAGE1_3","MANAGE1_4","SAVEHABIT","FRUGALITY","AUTOMATED_1","AUTOMATED_2","ASK1_1","ASK1_2","SUBNUMERACY2","SUBNUMERACY1","CHANGEABLE","GOALCONF","LMscore","FINKNOWL1","FINKNOWL2","FINKNOWL3","FK1correct","FK2correct","FK3correct","KHscore","KHKNOWL1","KHKNOWL2","KHKNOWL3","KHKNOWL4","KHKNOWL5","KHKNOWL6","KHKNOWL7","KHKNOWL8","KHKNOWL9","KH1correct","KH2correct","KH3correct","KH4correct","KH5correct","KH6correct","KH7correct","KH8correct","KH9correct","ENDSMEET","HOUSING","LIVINGARRANGEMENT","HOUSERANGES","IMPUTATION_FLAG","VALUERANGES","MORTGAGE","SAVINGSRANGES","PRODHAVE_1","PRODHAVE_2","PRODHAVE_3","PRODHAVE_4","PRODHAVE_5","PRODHAVE_6","PRODHAVE_7","PRODHAVE_8","PRODHAVE_9","PRODUSE_1","PRODUSE_2","PRODUSE_3","PRODUSE_4","PRODUSE_5","PRODUSE_6","CONSPROTECT1","CONSPROTECT2","CONSPROTECT3","EARNERS","VOLATILITY","SNAP","MATHARDSHIP_1","MATHARDSHIP_2","MATHARDSHIP_3","MATHARDSHIP_4","MATHARDSHIP_5","MATHARDSHIP_6","COLLECT","REJECTED_1","REJECTED_2","ABSORBSHOCK","BENEFITS_1","BENEFITS_2","BENEFITS_3","BENEFITS_4","BENEFITS_5","FRAUD2","COVERCOSTS","BORROW_1","BORROW_2","SHOCKS_1","SHOCKS_2","SHOCKS_3","SHOCKS_4","SHOCKS_5","SHOCKS_6","SHOCKS_7","SHOCKS_8","SHOCKS_9","SHOCKS_10","SHOCKS_11","SHOCKS_12","MANAGE2","PAIDHELP","HSLOC","PAREDUC","FINSOC2_1","FINSOC2_2","FINSOC2_3","FINSOC2_4","FINSOC2_5","FINSOC2_6","FINSOC2_7","OBJNUMERACY1","ON2correct","ON1correct","MATERIALISM_1","MATERIALISM_2","MATERIALISM_3","CONNECT","HEALTH","SCFHORIZON","DISCOUNT","MEMLOSS","DISTRESS","SELFCONTROL_1","SELFCONTROL_2","SELFCONTROL_3","OUTLOOK_1","OUTLOOK_2","INTERCONNECTIONS_1","INTERCONNECTIONS_2","INTERCONNECTIONS_3","INTERCONNECTIONS_4","INTERCONNECTIONS_5","INTERCONNECTIONS_6","INTERCONNECTIONS_7","INTERCONNECTIONS_8","INTERCONNECTIONS_9","INTERCONNECTIONS_10","PEM","HOUSESAT","SOCSEC1","SOCSEC2","SOCSEC3","LIFEEXPECT","HHEDUC","KIDS_NoChildren","KIDS_1","KIDS_2","KIDS_3","KIDS_4","EMPLOY","EMPLOY1_1","EMPLOY1_2","EMPLOY1_3","EMPLOY1_4","EMPLOY1_5","EMPLOY1_6","EMPLOY1_7","EMPLOY1_8","EMPLOY1_9","RETIRE","MILITARY","Military_Status","agecat","generation","PPEDUC","PPETHM","PPGENDER","PPHHSIZE","PPINCIMP","PPMARIT","PPMSACAT","PPREG4","PPREG9","PPT01","PPT25","PPT612","PPT1317","PPT18OV","PCTLT200FPL","finalwt"
1,3,6,4,5,68,4,3,1,3,1,5,1,5,1,3,47,3,4,4,3,4,3,3,4,4,3,5,4,3,1,2,2,4,3,5,3,5,5,5,6,1,1,3,3,4,5,2,3,3,1,3,2,1,1,1,0.712,3,3,2,1,1,2,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,7,0,4,3,99,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,2,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,0,0,0,0,1,0,0,2,1,1,3,3,1,90,"1",3,1,0,4,2,3,3,4,3,0,1,0,0,1,0,0,1,0,0,2,4,1,62,70,90,5,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,5,5,2,3,3,1,2,8,1,1,3,5,0,0,0,0,2,0,1.6912796653151
1,3,6,6,6,63,5,4,1,5,1,5,3,2,1,3,63,5,4,3,4,4,5,5,4,4,3,6,5,5,1,5,5,5,5,5,5,5,5,6,5,0,1,5,4,3,5,4,4,3,1,3,2,1,1,1,1.267,3,3,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,4,1,7,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,2,0,2,1,0,1,1,1,1,1,1,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,1,1,1,1,0,2,0,1,3,3,3,75,"1",3,1,0,3,3,2,4,5,3,0,1,0,0,1,0,0,1,0,0,3,4,1,65,66,100,3,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,2,0,5,8,1,3,1,2,2,9,1,1,1,2,0,0,0,0,2,0,0.584409536161383
1,3,7,1,7,45,3,2,3,2,5,3,3,2,1,5,36,2,3,3,2,2,5,3,3,3,4,3,2,3,1,4,4,3,3,5,5,2,4,3,5,0,0,5,3,3,5,4,3,3,1,3,2,1,1,1,0.712,3,3,2,1,1,2,4,3,1,1,1,1,1,1,1,1,0,1,2,1,2,7,0,3,3,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1,1,0,1,1,1,1,2,1,0,0,0,3,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,0,1,1,0,1,0,0,2,1,1,3,3,3,100,"1",3,2,0,3,1,3,3,4,3,0,0,0,1,1,0,0,0,0,0,6,4,0,62,67,100,3,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,0,5,4,2,2,1,2,3,7,1,1,2,3,0,0,1,1,1,0,1.15419971789236
1,2,6,7,7,61,3,3,2,4,3,2,2,4,1,2,56,4,4,3,4,4,4,4,4,3,2,5,5,4,1,4,4,4,3,5,4,5,5,5,6,0,1,4,3,5,5,2,4,3,1,3,2,1,1,1,1.267,3,3,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,2,1,2,4,0,2,2,5,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,1,1,1,1,1,0,1,2,1,1,3,3,3,95,"1",4,2,0,3,1,3,3,4,5,1,1,0,0,1,0,0,0,0,0,6,3,1,62,65,95,5,0,2,1,0,0,4,0,0,0,1,0,0,0,0,0,2,0,5,2,4,5,1,2,5,5,1,1,3,5,0,1,1,0,2,1,0.69787471607682
2,2,7,6,6,61,4,4,3,3,4,3,2,4,1,1,44,3,2,2,3,2,5,5,4,3,4,3,5,4,1,1,2,1,1,5,5,5,5,6,6,1,1,3,3,3,5,3,4,1,1,2,1,1,0,0,0.242,3,3,2,1,1,2,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,98,0,2,99,99,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,3,1,0,1,1,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,3,0,1,1,1,1,0,0,2,1,1,1,4,1,100,"1",2,2,0,2,3,3,4,3,4,0,0,0,0,1,0,1,0,0,0,5,4,1,62,67,25,3,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,5,6,2,3,1,2,3,2,4,1,2,3,0,0,0,0,3,0,0.656104740732333
1,2,4,4,5,41,2,1,5,2,5,3,3,2,2,4,42,4,4,2,2,4,2,2,4,4,4,2,3,3,0,4,4,4,4,4,3,4,4,4,6,7,7,2,2,4,5,7,3,3,1,3,2,1,1,1,0.242,2,3,2,1,1,2,3,1,1,0,1,1,1,1,1,0,0,1,2,1,2,4,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,1,0,1,1,1,1,1,1,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,1,1,3,3,1,50,"1",2,1,0,3,1,2,2,2,3,0,0,0,0,0,0,0,0,0,1,5,4,1,62,68,100,1,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,5,8,1,1,1,1,2,2,1,0,1,1,0,0,0,0,2,0,1.98408860254462
3,2,3,6,2,43,1,1,2,1,3,5,3,1,3,4,36,3,1,2,3,2,3,3,2,2,3,2,4,2,0,5,4,3,2,4,3,1,3,1,5,7,7,2,3,6,4,2,2,3,1,3,2,1,1,1,0.242,2,3,3,1,1,2,4,4,1,0,1,0,1,1,1,1,0,1,3,3,4,6,0,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,3,0,1,1,2,3,2,1,8,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,1,0,0,1,0,0,2,1,1,2,2,1,50,"1",3,2,0,2,3,2,3,1,1,0,0,0,0,0,1,0,0,1,0,7,4,1,62,65,50,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,5,4,3,3,4,2,2,2,3,1,3,5,0,0,0,0,2,0,1.35677725754482
1,3,6,5,5,34,2,3,5,3,3,5,5,2,3,4,47,4,3,3,3,3,3,3,4,4,4,3,4,3,0,4,3,4,3,5,5,5,5,5,5,7,1,3,3,5,5,5,3,3,1,3,2,1,1,1,0.712,2,3,3,1,1,2,4,3,1,0,1,0,1,1,1,1,0,1,2,3,3,98,0,2,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3,1,0,1,2,2,1,1,1,0,0,0,3,1,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,1,1,1,1,1,1,1,2,1,1,3,3,3,50,"1",1,2,0,4,2,3,4,4,3,1,0,0,0,1,0,0,0,0,0,3,2,1,62,71,5,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,2,3,3,4,1,1,4,7,4,1,2,3,0,0,0,0,4,0,0.710653446770657
2,3,6,5,4,63,4,4,2,3,2,2,2,4,2,2,52,3,4,3,4,4,3,4,4,4,2,6,5,4,0,4,3,4,3,5,4,3,4,2,5,0,1,5,3,5,6,2,3,3,1,3,2,1,1,1,0.712,3,3,2,1,1,2,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,2,0,1,2,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3,2,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,5,0,0,0,0,0,1,0,2,1,1,1,2,2,95,"1",4,2,0,3,3,2,3,4,3,0,1,0,0,0,0,0,1,0,0,1,4,1,62,67,50,5,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,5,6,2,5,1,2,2,5,1,1,2,3,0,0,0,0,2,0,0.436351467611519
1,3,6,4,4,67,3,2,2,3,3,3,1,5,1,1,57,5,3,2,3,2,5,5,4,4,2,4,5,5,0,5,5,4,4,5,5,5,5,5,6,7,7,2,3,6,6,1,4,3,1,3,2,1,1,1,0.712,3,3,2,1,1,2,4,1,1,1,1,1,1,1,1,1,0,1,1,2,2,5,0,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,0,1,1,1,1,1,1,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,0,0,0,0,0,0,0,2,1,1,1,3,1,100,"1",3,2,0,1,1,4,4,3,1,0,1,0,0,0,0,0,0,0,0,5,4,1,68,67,100,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,4,7,2,2,1,2,2,4,1,1,4,8,0,0,0,0,2,0,0.647300589645439
1,3,6,6,6,48,2,3,3,3,3,3,4,3,2,3,44,3,3,2,3,2,3,4,4,3,2,4,4,3,1,2,4,3,2,5,3,2,4,4,6,1,1,3,3,4,5,2,3,2,2,3,2,0,1,1,0.242,2,3,2,1,1,2,2,4,1,0,1,1,1,1,1,0,0,1,2,2,2,2,0,2,2,2,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,2,2,0,3,1,0,2,2,2,1,1,1,0,0,0,2,1,1,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,5,1,0,0,0,1,0,0,2,1,1,3,3,2,70,"1",3,1,0,4,1,3,3,4,4,0,1,0,0,0,0,1,0,0,0,2,4,1,62,70,80,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,5,3,3,3,1,2,3,7,5,1,4,8,0,0,0,0,3,0,1.29650086268389
1,3,7,7,7,57,2,2,2,3,2,2,2,2,3,2,40,3,3,3,3,2,2,3,3,3,3,4,3,3,0,2,2,2,2,3,2,1,3,3,4,1,0,3,3,1,3,2,3,3,1,3,2,1,1,1,0.242,1,3,1,1,1,2,3,2,1,0,1,0,1,1,1,0,1,1,2,1,2,3,0,1,1,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,1,2,1,0,1,1,1,1,1,1,0,0,0,3,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,1,1,1,1,1,0,0,2,0,1,4,4,4,95,"1",3,1,0,4,2,3,3,5,5,1,1,1,0,1,1,1,1,0,0,5,4,1,62,65,50,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,5,5,2,2,2,1,2,7,1,1,3,5,0,0,0,0,2,1,1.11484398633918
1,3,6,6,6,63,4,3,1,3,2,3,2,4,1,3,50,3,4,3,4,3,4,4,4,4,3,5,5,4,0,4,3,3,3,5,4,3,4,4,5,1,1,3,3,3,6,6,3,3,1,3,2,1,1,1,0.712,3,3,2,1,1,2,3,2,1,1,1,1,1,1,1,0,1,1,1,1,2,2,0,2,1,7,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,2,1,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,0,1,0,1,1,0,1,3,1,0,3,3,3,50,"1",4,2,0,4,2,3,3,5,4,0,1,0,0,0,0,0,1,0,0,5,3,1,67,65,50,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,5,6,2,3,1,2,2,6,1,1,3,6,0,0,0,0,2,0,0.500172094237707
2,3,5,5,5,61,3,3,2,3,3,3,2,4,1,2,54,4,4,4,4,3,4,4,4,3,3,5,4,4,1,4,4,4,4,5,5,5,5,5,5,1,1,5,3,5,5,4,4,3,1,3,2,1,1,1,1.267,3,3,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,6,0,4,2,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,2,2,0,1,1,1,1,1,1,0,0,0,4,1,1,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,3,1,1,1,1,1,1,1,2,1,1,3,2,1,100,"1",5,1,0,3,2,3,3,4,4,0,1,0,0,0,0,1,1,0,0,5,3,1,64,70,75,5,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,5,6,2,5,3,1,1,8,5,1,4,9,0,0,0,0,1,0,0.450493754246585
1,3,6,6,6,66,4,4,2,4,1,3,1,5,1,3,55,4,4,3,4,3,4,4,4,4,3,5,4,4,1,4,4,4,4,5,4,5,5,5,5,1,1,4,3,4,5,2,4,3,1,3,2,1,1,1,1.267,3,3,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,6,0,4,2,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,3,2,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,0,0,0,1,0,0,2,1,1,3,3,2,80,"1",4,1,0,3,2,3,3,3,4,0,1,0,0,0,0,0,1,0,0,5,4,1,66,70,85,4,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,5,3,3,4,1,2,3,9,1,1,4,9,0,1,0,0,2,1,1.88801290841242
2,3,5,4,4,51,3,3,3,2,3,3,3,2,2,3,34,2,3,2,2,3,3,2,4,3,3,3,4,3,0,3,3,3,3,4,3,4,4,3,5,1,1,3,2,2,1,4,2,3,1,3,2,1,1,1,0.242,2,3,1,1,1,2,2,2,1,0,1,0,1,1,1,0,1,1,2,2,2,5,0,1,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,1,1,1,1,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,4,0,1,1,1,1,1,1,2,0,1,3,3,2,80,"1",3,1,0,5,2,3,3,3,3,0,0,0,0,0,0,1,1,0,0,4,3,1,66,65,100,4,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,2,0,5,7,1,4,1,2,2,3,1,1,1,2,0,0,0,0,2,0,0.798485590287559
3,2,5,1,7,59,3,3,2,2,2,2,2,4,2,3,45,4,1,4,3,1,3,3,5,2,2,5,5,5,0,4,4,4,4,5,5,1,5,1,2,7,7,5,1,1,3,4,4,3,1,3,2,1,1,1,0.712,2,3,2,2,1,2,2,2,1,0,1,1,0,1,1,0,1,1,1,2,1,2,1,1,1,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,8,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,1,1,1,1,0,0,2,0,0,1,4,1,0,"0",2,1,0,1,1,4,3,5,1,0,0,0,0,0,0,0,0,0,1,5,4,1,64,65,100,2,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,5,6,2,2,2,1,1,1,2,1,2,3,0,0,0,0,1,0,1.13957106181866
1,3,7,7,5,84,5,5,2,5,1,1,1,5,1,1,49,3,4,2,3,3,5,4,5,4,3,4,5,4,0,4,3,4,3,5,5,5,5,5,6,1,1,2,2,4,5,5,4,3,1,3,2,1,1,1,0.712,2,3,2,1,1,2,4,2,1,0,1,1,1,1,1,1,1,1,1,1,2,99,0,99,1,99,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,1,1,1,1,1,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,1,0,0,2,1,1,3,3,3,96,"1",4,2,0,3,2,3,3,3,3,0,1,0,0,0,0,0,0,0,0,2,4,1,65,62,100,5,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,2,1,4,7,1,3,1,2,3,5,1,1,3,5,0,0,0,0,3,0,0.500172094237707
1,1,4,7,6,34,1,3,5,3,5,5,4,5,2,5,77,5,5,5,5,3,5,5,5,5,2,7,5,5,1,5,5,4,5,5,5,1,5,6,6,7,7,5,2,3,6,6,4,2,1,1,2,1,0,1,0.242,2,3,3,1,1,2,3,1,1,0,1,0,1,1,1,0,0,1,1,2,2,1,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,2,1,1,1,1,1,1,1,8,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,0,1,1,1,1,0,1,3,0,0,1,4,1,100,"1",1,2,0,3,4,4,4,5,5,0,1,0,0,0,0,0,0,0,0,1,1,1,62,61,80,3,0,1,0,1,0,6,0,0,0,0,0,1,0,0,0,2,1,2,2,4,3,1,1,4,1,1,1,4,9,0,1,0,1,2,0,0.482664698350186
1,3,4,4,4,35,2,2,5,3,5,4,4,2,3,4,43,3,4,2,3,2,4,3,4,3,3,4,4,3,1,3,4,3,2,4,4,1,3,2,5,7,7,3,3,2,4,2,3,3,1,3,2,1,1,1,0.242,2,3,2,1,1,2,2,1,1,0,1,1,1,1,1,0,0,1,2,2,2,4,0,1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,2,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,2,0,1,4,0,0,0,0,1,1,0,2,1,1,1,3,2,85,"1",1,1,0,4,1,3,3,3,3,1,1,0,0,0,0,1,0,0,0,7,4,1,62,70,90,4,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,2,2,4,4,1,1,3,5,1,1,4,8,1,0,0,0,2,0,0.566150255806276
3,3,5,6,3,53,3,3,2,3,3,3,3,4,2,3,53,4,4,4,3,4,5,3,3,4,2,5,4,4,1,5,4,5,4,5,5,3,5,5,5,1,1,4,4,6,6,6,3,3,1,3,2,1,1,1,0.712,3,3,2,1,1,2,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,0,1,2,4,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,2,0,1,1,0,1,1,1,1,1,1,0,0,0,3,1,1,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,5,1,1,1,1,1,0,1,2,1,1,1,2,2,98,"1",3,2,0,4,2,3,3,4,4,0,0,1,0,0,1,0,0,1,0,5,3,0,66,62,85,5,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,2,0,5,4,2,5,4,1,1,8,3,1,3,7,0,0,0,0,1,0,0.649568136147109
1,3,7,7,7,59,3,3,2,4,2,2,2,4,2,3,58,4,4,4,4,4,4,4,4,4,2,6,5,3,1,4,4,4,3,5,3,4,4,6,6,1,1,4,4,4,5,2,4,3,1,3,2,1,1,1,0.712,3,3,2,1,2,2,3,1,1,1,1,1,1,0,1,0,0,1,1,1,2,5,0,2,2,4,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,2,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,4,1,1,1,1,1,1,1,2,1,1,3,2,2,70,"1",3,2,0,2,1,3,4,5,5,1,1,1,0,1,1,1,1,0,0,5,4,0,62,70,90,4,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,5,2,4,4,1,1,3,6,1,1,2,3,0,1,0,0,2,0,0.548739943332194
1,3,6,7,6,72,5,4,2,4,1,2,1,5,1,3,69,5,5,4,5,4,5,5,4,3,2,6,5,5,1,4,5,5,4,5,4,5,4,6,6,1,1,5,2,3,5,4,4,3,1,3,2,1,1,1,0.242,3,3,2,1,1,2,3,4,1,1,1,1,1,1,1,0,0,1,1,2,1,4,0,3,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,1,1,1,1,1,1,0,0,0,4,1,1,1,1,1,8,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1,1,0,2,2,2,90,"1",3,1,0,2,1,4,4,4,3,0,0,0,0,0,0,0,1,0,0,1,2,1,62,65,95,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,2,7,2,4,2,1,1,6,4,1,4,9,0,0,0,0,1,1,0.442248216615812
1,3,6,6,6,49,3,5,5,2,3,3,2,3,3,3,46,3,3,3,4,3,3,4,3,3,3,5,3,3,1,4,4,4,4,3,4,3,3,4,4,7,7,4,3,6,5,6,4,3,1,3,2,1,1,1,0.242,3,3,3,1,1,2,4,1,1,1,1,0,1,1,1,1,0,1,2,1,2,4,0,2,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,2,2,2,2,2,2,0,0,0,8,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,2,0,1,2,3,4,2,"1",5,2,0,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0,5,3,1,65,71,0,5,0,2,1,0,0,4,0,0,0,1,0,0,0,0,0,2,0,5,2,4,2,1,1,5,6,1,0,3,5,0,1,1,0,2,1,2.39124060305604
1,3,3,5,4,54,3,3,3,3,3,3,2,4,2,3,77,5,5,5,5,3,5,5,5,5,2,5,5,5,1,3,5,5,5,5,4,5,2,5,6,1,1,5,4,5,4,2,3,3,1,3,2,1,1,1,0.712,2,3,2,1,1,2,4,2,1,0,1,1,1,1,1,1,1,1,1,1,2,6,0,3,3,6,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,3,0,1,1,1,1,1,1,2,1,1,5,4,5,99,"1",2,2,0,5,1,3,4,5,5,1,1,0,0,0,0,1,1,0,0,5,4,0,66,65,80,5,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,5,2,4,5,1,1,2,9,1,1,2,3,0,0,0,0,2,0,0.673477740553127
1,3,6,6,6,59,4,4,2,4,3,4,1,3,2,2,44,4,3,3,3,2,3,3,3,3,3,5,4,3,0,3,3,3,2,5,3,2,2,5,5,1,0,3,3,5,6,5,3,3,1,3,2,1,1,1,0.712,3,3,2,1,1,2,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,5,0,3,3,4,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,2,1,0,1,1,0,1,1,1,1,1,1,0,0,0,4,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,5,0,0,0,1,1,1,1,2,1,1,4,3,3,90,"1",4,2,0,4,2,4,4,2,5,0,0,0,0,0,0,0,0,0,1,6,4,0,62,65,80,5,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,5,3,3,5,1,1,4,8,1,1,3,6,0,1,0,0,2,0,0.50055882262053
1,1,4,4,7,40,2,2,4,2,4,4,5,3,1,4,76,5,5,5,5,5,5,2,5,5,1,7,5,4,0,5,5,5,5,5,3,1,5,2,6,0,0,5,5,3,6,6,3,3,1,3,2,1,1,1,0.242,2,3,1,1,1,2,3,3,1,0,1,0,1,1,1,0,0,1,2,1,2,3,0,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,3,0,2,2,1,2,2,1,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,1,1,1,1,1,0,1,2,1,1,3,3,3,80,"0",1,2,0,4,1,3,4,3,2,0,0,0,0,0,0,0,0,0,1,4,3,1,62,62,80,2,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,5,4,3,2,1,1,2,1,1,1,2,3,0,0,0,0,2,0,0.866028356784179
